model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (spatiotemporal Gaussian copula),10,HIGH.L,0.113,0.294,0.293,0.234,0.066,0.054554800000000014
Chronos-2 120M (spatiotemporal Gaussian copula),10,HST,0.287,0.156,0.1,0.167,0.29,0.22231340000000005
Chronos-2 120M (spatiotemporal Gaussian copula),10,HYG,0.056,0.338,0.353,0.226,0.027,0.044622
Chronos-2 120M (spatiotemporal Gaussian copula),10,IAU,0.226,0.206,0.173,0.203,0.192,0.0861178
Chronos-2 120M (spatiotemporal Gaussian copula),10,ICLN,0.341,0.179,0.145,0.15,0.185,0.1066262
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEAA.L,0.215,0.284,0.234,0.19,0.077,0.1676888
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEF,0.265,0.232,0.227,0.159,0.117,0.1710198
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEFM.L,0.151,0.243,0.237,0.225,0.144,0.06698679999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEMG,0.122,0.253,0.261,0.255,0.109,0.11437720000000003
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEUS,0.132,0.212,0.231,0.239,0.186,0.07019620000000001
Chronos-2 120M (spatiotemporal Gaussian copula),10,IEVL.L,0.071,0.206,0.237,0.281,0.205,0.07759819999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,IGF,0.034,0.305,0.406,0.232,0.023,0.036326199999999996
Chronos-2 120M (spatiotemporal Gaussian copula),10,INDA,0.091,0.225,0.29,0.276,0.118,0.1290594
Chronos-2 120M (spatiotemporal Gaussian copula),10,IUMO.L,0.152,0.217,0.245,0.248,0.138,0.065461
Chronos-2 120M (spatiotemporal Gaussian copula),10,IUVL.L,0.102,0.204,0.233,0.253,0.208,0.07196499999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,IVV,0.013,0.269,0.452,0.257,0.009,0.117306
Chronos-2 120M (spatiotemporal Gaussian copula),10,IWM,0.15,0.313,0.274,0.205,0.058,0.2166804
Chronos-2 120M (spatiotemporal Gaussian copula),10,IXN,0.163,0.229,0.223,0.233,0.152,0.1135124
Chronos-2 120M (spatiotemporal Gaussian copula),10,JPEA.L,0.188,0.286,0.245,0.202,0.079,0.3250444
Chronos-2 120M (spatiotemporal Gaussian copula),10,JPM,0.152,0.182,0.179,0.22,0.267,0.15502360000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,KR,0.273,0.116,0.132,0.138,0.341,0.15871439999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,LQD,0.231,0.286,0.218,0.194,0.071,0.3447832
Chronos-2 120M (spatiotemporal Gaussian copula),10,MCHI,0.375,0.132,0.105,0.141,0.247,0.2678454
Chronos-2 120M (spatiotemporal Gaussian copula),10,META,0.533,0.099,0.077,0.084,0.207,0.24580860000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,MVEU.L,0.108,0.279,0.256,0.243,0.114,0.060375599999999995
Chronos-2 120M (spatiotemporal Gaussian copula),10,OGN,0.311,0.156,0.144,0.143,0.246,0.25132940000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,PG,0.17,0.218,0.231,0.195,0.186,0.24504020000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,PPL,0.199,0.207,0.215,0.199,0.18,0.25249560000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,PRU,0.137,0.184,0.197,0.229,0.253,0.3004286
Chronos-2 120M (spatiotemporal Gaussian copula),10,PYPL,0.386,0.1,0.08,0.122,0.312,0.1853784
Chronos-2 120M (spatiotemporal Gaussian copula),10,RE,0.225,0.17,0.14,0.159,0.306,0.19490220000000003
Chronos-2 120M (spatiotemporal Gaussian copula),10,REET,0.083,0.324,0.337,0.21,0.046,0.085238
Chronos-2 120M (spatiotemporal Gaussian copula),10,ROL,0.226,0.156,0.154,0.177,0.287,0.255733
Chronos-2 120M (spatiotemporal Gaussian copula),10,ROST,0.335,0.164,0.142,0.153,0.206,0.2805086
Chronos-2 120M (spatiotemporal Gaussian copula),10,SEGA.L,0.28,0.233,0.187,0.169,0.131,0.089746
Chronos-2 120M (spatiotemporal Gaussian copula),10,SHY,0.192,0.257,0.236,0.205,0.11,0.06995799999999999
Chronos-2 120M (spatiotemporal Gaussian copula),10,SLV,0.287,0.13,0.149,0.139,0.295,0.2147278
Chronos-2 120M (spatiotemporal Gaussian copula),10,SPMV.L,0.127,0.26,0.272,0.238,0.103,0.1221576
Chronos-2 120M (spatiotemporal Gaussian copula),10,TLT,0.376,0.188,0.123,0.152,0.161,0.32707240000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,UNH,0.234,0.202,0.182,0.192,0.19,0.13257520000000006
Chronos-2 120M (spatiotemporal Gaussian copula),10,URI,0.216,0.154,0.102,0.172,0.356,0.11781520000000004
Chronos-2 120M (spatiotemporal Gaussian copula),10,V,0.208,0.193,0.195,0.195,0.209,0.12059240000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,VRSK,0.305,0.233,0.174,0.167,0.121,0.1808108
Chronos-2 120M (spatiotemporal Gaussian copula),10,VXX,0.579,0.067,0.057,0.057,0.24,0.08967320000000002
Chronos-2 120M (spatiotemporal Gaussian copula),10,WRK,0.24,0.162,0.146,0.165,0.287,0.24437539999999996
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLB,0.036,0.223,0.329,0.333,0.079,0.04887239999999998
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLC,0.224,0.267,0.223,0.183,0.103,0.0803324
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLE,0.13,0.102,0.119,0.146,0.503,0.4041868
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLF,0.034,0.212,0.327,0.312,0.115,0.15304520000000005
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLI,0.01,0.228,0.458,0.282,0.022,0.029928799999999995
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLK,0.162,0.242,0.234,0.21,0.152,0.1071216
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLP,0.067,0.253,0.338,0.26,0.082,0.1093154
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLU,0.163,0.235,0.21,0.227,0.165,0.2503724
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLV,0.078,0.274,0.294,0.26,0.094,0.273628
Chronos-2 120M (spatiotemporal Gaussian copula),10,XLY,0.337,0.262,0.178,0.164,0.059,0.130716
Chronos-2 120M (spatiotemporal Gaussian copula),10,XOM,0.119,0.085,0.106,0.158,0.532,0.4337802
Chronos-2 120M (spatiotemporal Gaussian copula),11,ABBV,0.175,0.174,0.175,0.191,0.285,0.1016454
Chronos-2 120M (spatiotemporal Gaussian copula),11,ACN,0.139,0.19,0.198,0.239,0.234,0.29400940000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,AEP,0.143,0.181,0.178,0.201,0.297,0.09232759999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,AIZ,0.243,0.187,0.174,0.184,0.212,0.11714180000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,ALLE,0.27,0.184,0.171,0.175,0.2,0.1419282
Chronos-2 120M (spatiotemporal Gaussian copula),11,AMAT,0.243,0.118,0.09,0.115,0.434,0.2942254
Chronos-2 120M (spatiotemporal Gaussian copula),11,AMP,0.088,0.189,0.171,0.235,0.317,0.09793319999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,AMZN,0.428,0.137,0.103,0.109,0.223,0.13527240000000004
Chronos-2 120M (spatiotemporal Gaussian copula),11,AVB,0.256,0.216,0.168,0.192,0.168,0.10042880000000001
Chronos-2 120M (spatiotemporal Gaussian copula),11,AVY,0.254,0.207,0.147,0.184,0.208,0.254793
Chronos-2 120M (spatiotemporal Gaussian copula),11,AXP,0.231,0.183,0.158,0.209,0.219,0.12558039999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,BDX,0.25,0.189,0.16,0.17,0.231,0.24107660000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,BF-B,0.289,0.233,0.168,0.177,0.133,0.1695588
Chronos-2 120M (spatiotemporal Gaussian copula),11,BMY,0.253,0.225,0.158,0.173,0.191,0.19989399999999996
Chronos-2 120M (spatiotemporal Gaussian copula),11,BR,0.206,0.207,0.183,0.194,0.21,0.23646420000000004
Chronos-2 120M (spatiotemporal Gaussian copula),11,CARR,0.232,0.183,0.155,0.183,0.247,0.09439159999999999
Chronos-2 120M (spatiotemporal Gaussian copula),11,CDW,0.093,0.203,0.182,0.244,0.278,0.17080659999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,CE,0.335,0.168,0.12,0.168,0.209,0.27580879999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,CHTR,0.423,0.13,0.124,0.105,0.218,0.13691820000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,CNC,0.277,0.134,0.113,0.159,0.317,0.239343
Chronos-2 120M (spatiotemporal Gaussian copula),11,CNP,0.129,0.186,0.224,0.194,0.267,0.1539352
Chronos-2 120M (spatiotemporal Gaussian copula),11,COP,0.258,0.091,0.09,0.114,0.447,0.13737899999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,CTAS,0.095,0.162,0.225,0.274,0.244,0.1777868
Chronos-2 120M (spatiotemporal Gaussian copula),11,CZR,0.405,0.105,0.075,0.097,0.318,0.1734948
Chronos-2 120M (spatiotemporal Gaussian copula),11,DG,0.25,0.165,0.134,0.178,0.273,0.12213100000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,DPZ,0.365,0.135,0.107,0.121,0.272,0.1763316
Chronos-2 120M (spatiotemporal Gaussian copula),11,DRE,0.157,0.264,0.232,0.242,0.105,0.0666648
Chronos-2 120M (spatiotemporal Gaussian copula),11,DXC,0.378,0.125,0.096,0.11,0.291,0.251475
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWA,0.089,0.27,0.292,0.266,0.083,0.05309839999999999
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWC,0.046,0.268,0.339,0.289,0.058,0.044897
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWG,0.128,0.237,0.293,0.243,0.099,0.2788748
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWH,0.125,0.148,0.152,0.21,0.365,0.1348008
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWJ,0.141,0.288,0.301,0.22,0.05,0.08426440000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWL,0.088,0.285,0.346,0.228,0.053,0.1333286
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWQ,0.044,0.22,0.323,0.303,0.11,0.24166019999999994
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWT,0.124,0.204,0.232,0.256,0.184,0.0700832
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWU,0.028,0.179,0.349,0.333,0.111,0.07301799999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWY,0.18,0.225,0.212,0.22,0.163,0.2555366
Chronos-2 120M (spatiotemporal Gaussian copula),11,EWZ,0.36,0.143,0.103,0.133,0.261,0.1635932
Chronos-2 120M (spatiotemporal Gaussian copula),11,FTV,0.14,0.253,0.254,0.219,0.134,0.10612279999999999
Chronos-2 120M (spatiotemporal Gaussian copula),11,GOOG,0.276,0.162,0.155,0.163,0.244,0.21304099999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,GPC,0.072,0.137,0.193,0.247,0.351,0.39353399999999994
Chronos-2 120M (spatiotemporal Gaussian copula),11,GSG,0.245,0.143,0.126,0.173,0.313,0.10894679999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,HIG,0.13,0.144,0.214,0.226,0.286,0.16798319999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,HIGH.L,0.178,0.337,0.265,0.177,0.043,0.0694316
Chronos-2 120M (spatiotemporal Gaussian copula),11,HST,0.29,0.146,0.099,0.147,0.318,0.227909
Chronos-2 120M (spatiotemporal Gaussian copula),11,HYG,0.069,0.394,0.342,0.178,0.017,0.0514888
Chronos-2 120M (spatiotemporal Gaussian copula),11,IAU,0.272,0.221,0.163,0.183,0.161,0.15465800000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,ICLN,0.309,0.194,0.161,0.154,0.182,0.174102
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEAA.L,0.261,0.303,0.207,0.169,0.06,0.0628516
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEF,0.291,0.236,0.216,0.161,0.096,0.087535
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEFM.L,0.139,0.257,0.243,0.23,0.131,0.12032380000000001
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEMG,0.121,0.274,0.256,0.254,0.095,0.12069840000000001
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEUS,0.144,0.263,0.255,0.225,0.113,0.12747960000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,IEVL.L,0.038,0.182,0.264,0.281,0.235,0.067865
Chronos-2 120M (spatiotemporal Gaussian copula),11,IGF,0.009,0.212,0.418,0.321,0.04,0.0917686
Chronos-2 120M (spatiotemporal Gaussian copula),11,INDA,0.086,0.241,0.271,0.27,0.132,0.12787060000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,IUMO.L,0.106,0.196,0.223,0.245,0.23,0.15539299999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,IUVL.L,0.16,0.204,0.216,0.241,0.179,0.1277074
Chronos-2 120M (spatiotemporal Gaussian copula),11,IVV,0.009,0.218,0.433,0.324,0.016,0.1426932
Chronos-2 120M (spatiotemporal Gaussian copula),11,IWM,0.154,0.312,0.252,0.207,0.075,0.07880420000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,IXN,0.162,0.238,0.214,0.245,0.141,0.24622420000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,JPEA.L,0.221,0.295,0.224,0.186,0.074,0.07763460000000001
Chronos-2 120M (spatiotemporal Gaussian copula),11,JPM,0.21,0.216,0.189,0.212,0.173,0.25754599999999994
Chronos-2 120M (spatiotemporal Gaussian copula),11,KR,0.277,0.11,0.134,0.135,0.344,0.160055
Chronos-2 120M (spatiotemporal Gaussian copula),11,LQD,0.205,0.277,0.239,0.19,0.089,0.07202220000000001
Chronos-2 120M (spatiotemporal Gaussian copula),11,MCHI,0.356,0.144,0.099,0.137,0.264,0.25544659999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,META,0.356,0.107,0.089,0.103,0.345,0.21496679999999993
Chronos-2 120M (spatiotemporal Gaussian copula),11,MVEU.L,0.077,0.252,0.256,0.259,0.156,0.062146200000000006
Chronos-2 120M (spatiotemporal Gaussian copula),11,OGN,0.307,0.16,0.138,0.141,0.254,0.24697580000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,PG,0.089,0.174,0.215,0.253,0.269,0.075587
Chronos-2 120M (spatiotemporal Gaussian copula),11,PPL,0.117,0.191,0.221,0.259,0.212,0.0866676
Chronos-2 120M (spatiotemporal Gaussian copula),11,PRU,0.206,0.219,0.188,0.193,0.194,0.11209319999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,PYPL,0.55,0.115,0.068,0.09,0.177,0.26266860000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,RE,0.18,0.153,0.147,0.175,0.345,0.16054279999999999
Chronos-2 120M (spatiotemporal Gaussian copula),11,REET,0.065,0.298,0.342,0.243,0.052,0.09994459999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,ROL,0.342,0.184,0.139,0.138,0.197,0.16173479999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,ROST,0.17,0.13,0.114,0.156,0.43,0.12303920000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,SEGA.L,0.357,0.226,0.166,0.146,0.105,0.10827279999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,SHY,0.246,0.275,0.222,0.18,0.077,0.08078700000000003
Chronos-2 120M (spatiotemporal Gaussian copula),11,SLV,0.326,0.153,0.129,0.141,0.251,0.1536764
Chronos-2 120M (spatiotemporal Gaussian copula),11,SPMV.L,0.1,0.241,0.252,0.266,0.141,0.12596220000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,TLT,0.366,0.18,0.125,0.135,0.194,0.09718979999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,UNH,0.154,0.156,0.181,0.203,0.306,0.3089066
Chronos-2 120M (spatiotemporal Gaussian copula),11,URI,0.244,0.12,0.119,0.141,0.376,0.1629394
Chronos-2 120M (spatiotemporal Gaussian copula),11,V,0.209,0.214,0.201,0.18,0.196,0.2516804
Chronos-2 120M (spatiotemporal Gaussian copula),11,VRSK,0.191,0.189,0.182,0.199,0.239,0.08596919999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,VXX,0.717,0.065,0.038,0.047,0.133,0.03554039999999999
Chronos-2 120M (spatiotemporal Gaussian copula),11,WRK,0.326,0.159,0.137,0.142,0.236,0.15681620000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLB,0.035,0.229,0.344,0.315,0.077,0.046102800000000006
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLC,0.17,0.269,0.209,0.212,0.14,0.132225
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLE,0.205,0.104,0.107,0.156,0.428,0.12754919999999997
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLF,0.081,0.302,0.328,0.23,0.059,0.13245040000000002
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLI,0.005,0.237,0.441,0.29,0.027,0.1051614
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLK,0.145,0.246,0.228,0.232,0.149,0.25385359999999996
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLP,0.028,0.206,0.321,0.314,0.131,0.054145200000000004
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLU,0.1,0.225,0.212,0.246,0.217,0.0754166
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLV,0.036,0.221,0.288,0.32,0.135,0.155719
Chronos-2 120M (spatiotemporal Gaussian copula),11,XLY,0.179,0.231,0.202,0.212,0.176,0.24073219999999998
Chronos-2 120M (spatiotemporal Gaussian copula),11,XOM,0.173,0.122,0.105,0.145,0.455,0.11479579999999998
Chronos-2 120M (spatiotemporal Gaussian copula),12,ABBV,0.108,0.131,0.165,0.215,0.381,0.37503240000000004
Chronos-2 120M (spatiotemporal Gaussian copula),12,ACN,0.194,0.209,0.21,0.201,0.186,0.122082
Chronos-2 120M (spatiotemporal Gaussian copula),12,AEP,0.148,0.172,0.183,0.202,0.295,0.30446760000000006
Chronos-2 120M (spatiotemporal Gaussian copula),12,AIZ,0.232,0.179,0.171,0.185,0.233,0.1231516
Chronos-2 120M (spatiotemporal Gaussian copula),12,ALLE,0.269,0.192,0.164,0.179,0.196,0.2643846
Chronos-2 120M (spatiotemporal Gaussian copula),12,AMAT,0.35,0.12,0.085,0.112,0.333,0.21926279999999995
Chronos-2 120M (spatiotemporal Gaussian copula),12,AMP,0.096,0.199,0.181,0.242,0.282,0.1676682
Chronos-2 120M (spatiotemporal Gaussian copula),12,AMZN,0.487,0.157,0.096,0.105,0.155,0.382706
Chronos-2 120M (spatiotemporal Gaussian copula),12,AVB,0.264,0.206,0.17,0.192,0.168,0.27848400000000006
Chronos-2 120M (spatiotemporal Gaussian copula),12,AVY,0.195,0.196,0.185,0.182,0.242,0.2514492
Chronos-2 120M (spatiotemporal Gaussian copula),12,AXP,0.285,0.202,0.156,0.182,0.175,0.2824936
Chronos-2 120M (spatiotemporal Gaussian copula),12,BDX,0.198,0.178,0.169,0.203,0.252,0.2606218
Chronos-2 120M (spatiotemporal Gaussian copula),12,BF-B,0.25,0.224,0.17,0.186,0.17,0.1461624
Chronos-2 120M (spatiotemporal Gaussian copula),12,BMY,0.223,0.203,0.144,0.186,0.244,0.09512819999999998
Chronos-2 120M (spatiotemporal Gaussian copula),12,BR,0.305,0.219,0.183,0.151,0.142,0.3207228000000001
Chronos-2 120M (spatiotemporal Gaussian copula),12,CARR,0.268,0.175,0.165,0.186,0.206,0.1360346
Chronos-2 120M (spatiotemporal Gaussian copula),12,CDW,0.12,0.211,0.169,0.245,0.255,0.1857972
Chronos-2 120M (spatiotemporal Gaussian copula),12,CE,0.3,0.147,0.116,0.153,0.284,0.1374868
Chronos-2 120M (spatiotemporal Gaussian copula),12,CHTR,0.385,0.122,0.101,0.124,0.268,0.2621524
Chronos-2 120M (spatiotemporal Gaussian copula),12,CNC,0.304,0.135,0.118,0.145,0.298,0.216838
Chronos-2 120M (spatiotemporal Gaussian copula),12,CNP,0.133,0.176,0.211,0.218,0.262,0.1588428
Chronos-2 120M (spatiotemporal Gaussian copula),12,COP,0.182,0.09,0.082,0.107,0.539,0.381389
Chronos-2 120M (spatiotemporal Gaussian copula),12,CTAS,0.157,0.228,0.193,0.233,0.189,0.12333579999999997
Chronos-2 120M (spatiotemporal Gaussian copula),12,CZR,0.472,0.095,0.081,0.088,0.264,0.30117459999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,DG,0.191,0.147,0.143,0.206,0.313,0.29201099999999997
Chronos-2 120M (spatiotemporal Gaussian copula),12,DPZ,0.323,0.147,0.124,0.129,0.277,0.1509588
Chronos-2 120M (spatiotemporal Gaussian copula),12,DRE,0.1,0.209,0.244,0.263,0.184,0.14422920000000003
Chronos-2 120M (spatiotemporal Gaussian copula),12,DXC,0.295,0.118,0.097,0.119,0.371,0.12706699999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWA,0.112,0.296,0.285,0.237,0.07,0.1328314
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWC,0.073,0.31,0.345,0.238,0.034,0.13663160000000002
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWG,0.118,0.252,0.285,0.248,0.097,0.11785160000000001
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWH,0.189,0.198,0.176,0.191,0.246,0.13259500000000002
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWJ,0.186,0.337,0.282,0.163,0.032,0.19143479999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWL,0.108,0.307,0.328,0.209,0.048,0.050448400000000004
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWQ,0.046,0.242,0.311,0.294,0.107,0.09106199999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWT,0.169,0.229,0.259,0.219,0.124,0.12679800000000002
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWU,0.026,0.157,0.33,0.366,0.121,0.057194999999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWY,0.306,0.25,0.191,0.155,0.098,0.19407700000000006
Chronos-2 120M (spatiotemporal Gaussian copula),12,EWZ,0.29,0.122,0.101,0.135,0.352,0.15818340000000003
Chronos-2 120M (spatiotemporal Gaussian copula),12,FTV,0.161,0.273,0.235,0.212,0.119,0.13519980000000004
Chronos-2 120M (spatiotemporal Gaussian copula),12,GOOG,0.336,0.209,0.147,0.138,0.17,0.31553700000000007
Chronos-2 120M (spatiotemporal Gaussian copula),12,GPC,0.116,0.183,0.194,0.244,0.263,0.16621500000000006
Chronos-2 120M (spatiotemporal Gaussian copula),12,GSG,0.171,0.132,0.127,0.154,0.416,0.20260119999999998
Chronos-2 120M (spatiotemporal Gaussian copula),12,HIG,0.119,0.141,0.212,0.234,0.294,0.3377962
Chronos-2 120M (spatiotemporal Gaussian copula),12,HIGH.L,0.103,0.27,0.306,0.252,0.069,0.051508
Chronos-2 120M (spatiotemporal Gaussian copula),12,HST,0.366,0.144,0.105,0.152,0.233,0.272114
Chronos-2 120M (spatiotemporal Gaussian copula),12,HYG,0.046,0.329,0.362,0.235,0.028,0.0425388
Chronos-2 120M (spatiotemporal Gaussian copula),12,IAU,0.195,0.182,0.181,0.207,0.235,0.13534859999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,ICLN,0.396,0.209,0.128,0.139,0.128,0.1221028
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEAA.L,0.198,0.273,0.236,0.215,0.078,0.0705956
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEF,0.237,0.215,0.203,0.213,0.132,0.0985844
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEFM.L,0.036,0.134,0.218,0.302,0.31,0.10016800000000001
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEMG,0.151,0.291,0.254,0.228,0.076,0.0632714
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEUS,0.163,0.283,0.267,0.211,0.076,0.14792599999999997
Chronos-2 120M (spatiotemporal Gaussian copula),12,IEVL.L,0.038,0.158,0.214,0.314,0.276,0.0928272
Chronos-2 120M (spatiotemporal Gaussian copula),12,IGF,0.018,0.224,0.401,0.318,0.039,0.1407716
Chronos-2 120M (spatiotemporal Gaussian copula),12,INDA,0.111,0.258,0.27,0.258,0.103,0.2658824
Chronos-2 120M (spatiotemporal Gaussian copula),12,IUMO.L,0.114,0.186,0.202,0.272,0.226,0.3148152
Chronos-2 120M (spatiotemporal Gaussian copula),12,IUVL.L,0.165,0.184,0.224,0.234,0.193,0.10292079999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,IVV,0.01,0.305,0.468,0.213,0.004,0.142486
Chronos-2 120M (spatiotemporal Gaussian copula),12,IWM,0.232,0.336,0.238,0.151,0.043,0.3883866000000001
Chronos-2 120M (spatiotemporal Gaussian copula),12,IXN,0.262,0.295,0.21,0.159,0.074,0.3649315999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,JPEA.L,0.169,0.277,0.25,0.218,0.086,0.06545780000000001
Chronos-2 120M (spatiotemporal Gaussian copula),12,JPM,0.179,0.208,0.195,0.241,0.177,0.07757259999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,KR,0.259,0.105,0.112,0.131,0.393,0.27652040000000006
Chronos-2 120M (spatiotemporal Gaussian copula),12,LQD,0.195,0.239,0.258,0.211,0.097,0.0661308
Chronos-2 120M (spatiotemporal Gaussian copula),12,MCHI,0.363,0.142,0.108,0.131,0.256,0.1184198
Chronos-2 120M (spatiotemporal Gaussian copula),12,META,0.38,0.115,0.083,0.106,0.316,0.23827299999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,MVEU.L,0.086,0.237,0.246,0.28,0.151,0.13485740000000002
Chronos-2 120M (spatiotemporal Gaussian copula),12,OGN,0.237,0.144,0.129,0.16,0.33,0.110066
Chronos-2 120M (spatiotemporal Gaussian copula),12,PG,0.065,0.151,0.21,0.286,0.288,0.38026020000000005
Chronos-2 120M (spatiotemporal Gaussian copula),12,PPL,0.102,0.169,0.197,0.269,0.263,0.33800759999999996
Chronos-2 120M (spatiotemporal Gaussian copula),12,PRU,0.178,0.223,0.197,0.207,0.195,0.11802279999999998
Chronos-2 120M (spatiotemporal Gaussian copula),12,PYPL,0.557,0.127,0.085,0.094,0.137,0.422847
Chronos-2 120M (spatiotemporal Gaussian copula),12,RE,0.118,0.13,0.147,0.173,0.432,0.2264154
Chronos-2 120M (spatiotemporal Gaussian copula),12,REET,0.089,0.319,0.33,0.216,0.046,0.144229
Chronos-2 120M (spatiotemporal Gaussian copula),12,ROL,0.309,0.16,0.153,0.163,0.215,0.1133102
Chronos-2 120M (spatiotemporal Gaussian copula),12,ROST,0.173,0.136,0.138,0.168,0.385,0.3230888
Chronos-2 120M (spatiotemporal Gaussian copula),12,SEGA.L,0.271,0.22,0.185,0.184,0.14,0.08781960000000003
Chronos-2 120M (spatiotemporal Gaussian copula),12,SHY,0.156,0.227,0.233,0.246,0.138,0.11430499999999999
Chronos-2 120M (spatiotemporal Gaussian copula),12,SLV,0.293,0.149,0.126,0.131,0.301,0.21768760000000004
