model,round,symbol,Rank1,Rank2,Rank3,Rank4,Rank5,RPS
Chronos-2 120M (independent quantile sampling),11,IEMG,0.181,0.229,0.223,0.231,0.136,0.1240092
Chronos-2 120M (independent quantile sampling),11,IEUS,0.233,0.185,0.184,0.212,0.186,0.1252026
Chronos-2 120M (independent quantile sampling),11,IEVL.L,0.04,0.187,0.27,0.352,0.151,0.0645878
Chronos-2 120M (independent quantile sampling),11,IGF,0.08,0.193,0.303,0.297,0.127,0.08576680000000002
Chronos-2 120M (independent quantile sampling),11,INDA,0.11,0.218,0.253,0.283,0.136,0.1315482
Chronos-2 120M (independent quantile sampling),11,IUMO.L,0.074,0.209,0.247,0.307,0.163,0.15340680000000004
Chronos-2 120M (independent quantile sampling),11,IUVL.L,0.142,0.253,0.228,0.222,0.155,0.1104686
Chronos-2 120M (independent quantile sampling),11,IVV,0.147,0.197,0.204,0.27,0.182,0.1378746
Chronos-2 120M (independent quantile sampling),11,IWM,0.216,0.222,0.188,0.197,0.177,0.10674100000000002
Chronos-2 120M (independent quantile sampling),11,IXN,0.227,0.172,0.176,0.209,0.216,0.23720220000000003
Chronos-2 120M (independent quantile sampling),11,JPEA.L,0.123,0.368,0.334,0.157,0.018,0.0574318
Chronos-2 120M (independent quantile sampling),11,JPM,0.225,0.185,0.167,0.219,0.204,0.23705400000000001
Chronos-2 120M (independent quantile sampling),11,KR,0.228,0.154,0.135,0.191,0.292,0.1504922
Chronos-2 120M (independent quantile sampling),11,LQD,0.082,0.362,0.36,0.181,0.015,0.0485002
Chronos-2 120M (independent quantile sampling),11,MCHI,0.343,0.164,0.133,0.138,0.222,0.2779164
Chronos-2 120M (independent quantile sampling),11,META,0.353,0.117,0.074,0.118,0.338,0.21593779999999993
Chronos-2 120M (independent quantile sampling),11,MVEU.L,0.028,0.229,0.391,0.318,0.034,0.0383786
Chronos-2 120M (independent quantile sampling),11,OGN,0.299,0.166,0.127,0.159,0.249,0.24401819999999996
Chronos-2 120M (independent quantile sampling),11,PG,0.066,0.193,0.214,0.285,0.242,0.070746
Chronos-2 120M (independent quantile sampling),11,PPL,0.104,0.203,0.205,0.273,0.215,0.08268679999999999
Chronos-2 120M (independent quantile sampling),11,PRU,0.225,0.151,0.184,0.201,0.239,0.1381444
Chronos-2 120M (independent quantile sampling),11,PYPL,0.512,0.1,0.085,0.098,0.205,0.23290439999999996
Chronos-2 120M (independent quantile sampling),11,RE,0.197,0.158,0.137,0.187,0.321,0.17358780000000001
Chronos-2 120M (independent quantile sampling),11,REET,0.129,0.261,0.257,0.243,0.11,0.10508999999999999
Chronos-2 120M (independent quantile sampling),11,ROL,0.303,0.171,0.154,0.185,0.187,0.18716760000000005
Chronos-2 120M (independent quantile sampling),11,ROST,0.198,0.098,0.115,0.195,0.394,0.13259540000000003
Chronos-2 120M (independent quantile sampling),11,SEGA.L,0.144,0.412,0.328,0.109,0.007,0.06867539999999998
Chronos-2 120M (independent quantile sampling),11,SHY,0.001,0.439,0.558,0.002,0.0,0.038721
Chronos-2 120M (independent quantile sampling),11,SLV,0.306,0.166,0.169,0.172,0.187,0.152454
Chronos-2 120M (independent quantile sampling),11,SPMV.L,0.089,0.234,0.307,0.278,0.092,0.12232280000000002
Chronos-2 120M (independent quantile sampling),11,TLT,0.268,0.248,0.194,0.191,0.099,0.0799962
Chronos-2 120M (independent quantile sampling),11,UNH,0.146,0.174,0.163,0.237,0.28,0.307481
Chronos-2 120M (independent quantile sampling),11,URI,0.276,0.123,0.096,0.155,0.35,0.18058040000000003
Chronos-2 120M (independent quantile sampling),11,V,0.26,0.178,0.155,0.184,0.223,0.24296439999999997
Chronos-2 120M (independent quantile sampling),11,VRSK,0.183,0.195,0.185,0.212,0.225,0.08359340000000001
Chronos-2 120M (independent quantile sampling),11,VXX,0.752,0.088,0.048,0.046,0.066,0.0208008
Chronos-2 120M (independent quantile sampling),11,WRK,0.331,0.156,0.13,0.137,0.246,0.157587
Chronos-2 120M (independent quantile sampling),11,XLB,0.129,0.215,0.192,0.277,0.187,0.07704839999999999
Chronos-2 120M (independent quantile sampling),11,XLC,0.229,0.2,0.177,0.176,0.218,0.13024840000000004
Chronos-2 120M (independent quantile sampling),11,XLE,0.202,0.118,0.144,0.158,0.378,0.14907679999999998
Chronos-2 120M (independent quantile sampling),11,XLF,0.174,0.214,0.225,0.237,0.15,0.1158178
Chronos-2 120M (independent quantile sampling),11,XLI,0.123,0.241,0.227,0.256,0.153,0.10406299999999999
Chronos-2 120M (independent quantile sampling),11,XLK,0.199,0.188,0.2,0.195,0.218,0.24709259999999994
Chronos-2 120M (independent quantile sampling),11,XLP,0.043,0.2,0.304,0.334,0.119,0.0560536
Chronos-2 120M (independent quantile sampling),11,XLU,0.12,0.197,0.213,0.266,0.204,0.07548099999999999
Chronos-2 120M (independent quantile sampling),11,XLV,0.07,0.21,0.282,0.297,0.141,0.147005
Chronos-2 120M (independent quantile sampling),11,XLY,0.237,0.197,0.154,0.191,0.221,0.22422200000000006
Chronos-2 120M (independent quantile sampling),11,XOM,0.188,0.116,0.121,0.162,0.413,0.13059079999999998
Chronos-2 120M (independent quantile sampling),12,ABBV,0.1,0.132,0.156,0.24,0.372,0.38255040000000007
Chronos-2 120M (independent quantile sampling),12,ACN,0.271,0.178,0.129,0.194,0.228,0.132222
Chronos-2 120M (independent quantile sampling),12,AEP,0.112,0.18,0.205,0.258,0.245,0.3205684
Chronos-2 120M (independent quantile sampling),12,AIZ,0.205,0.19,0.174,0.214,0.217,0.11378000000000002
Chronos-2 120M (independent quantile sampling),12,ALLE,0.264,0.166,0.148,0.179,0.243,0.23234580000000005
Chronos-2 120M (independent quantile sampling),12,AMAT,0.346,0.116,0.09,0.129,0.319,0.22032499999999997
Chronos-2 120M (independent quantile sampling),12,AMP,0.196,0.171,0.141,0.19,0.302,0.18367459999999997
Chronos-2 120M (independent quantile sampling),12,AMZN,0.464,0.135,0.107,0.122,0.172,0.3516234
Chronos-2 120M (independent quantile sampling),12,AVB,0.254,0.207,0.153,0.186,0.2,0.25880660000000005
Chronos-2 120M (independent quantile sampling),12,AVY,0.235,0.181,0.15,0.159,0.275,0.23805240000000003
Chronos-2 120M (independent quantile sampling),12,AXP,0.278,0.193,0.148,0.167,0.214,0.26001640000000004
Chronos-2 120M (independent quantile sampling),12,BDX,0.156,0.195,0.175,0.226,0.248,0.2839434
Chronos-2 120M (independent quantile sampling),12,BF-B,0.241,0.219,0.182,0.198,0.16,0.14148899999999998
Chronos-2 120M (independent quantile sampling),12,BMY,0.178,0.2,0.194,0.247,0.181,0.0781026
Chronos-2 120M (independent quantile sampling),12,BR,0.33,0.195,0.172,0.148,0.155,0.31687180000000004
Chronos-2 120M (independent quantile sampling),12,CARR,0.239,0.182,0.15,0.17,0.259,0.1254968
Chronos-2 120M (independent quantile sampling),12,CDW,0.189,0.18,0.163,0.2,0.268,0.198146
Chronos-2 120M (independent quantile sampling),12,CE,0.31,0.141,0.111,0.139,0.299,0.1409492
Chronos-2 120M (independent quantile sampling),12,CHTR,0.374,0.137,0.108,0.149,0.232,0.27479639999999994
Chronos-2 120M (independent quantile sampling),12,CNC,0.287,0.136,0.134,0.159,0.284,0.22364060000000005
Chronos-2 120M (independent quantile sampling),12,CNP,0.142,0.18,0.177,0.25,0.251,0.15877000000000002
Chronos-2 120M (independent quantile sampling),12,COP,0.18,0.103,0.102,0.139,0.476,0.3582580000000001
Chronos-2 120M (independent quantile sampling),12,CTAS,0.177,0.218,0.145,0.23,0.23,0.13237079999999998
Chronos-2 120M (independent quantile sampling),12,CZR,0.456,0.09,0.077,0.098,0.279,0.2828044
Chronos-2 120M (independent quantile sampling),12,DG,0.161,0.186,0.184,0.212,0.257,0.28326799999999996
Chronos-2 120M (independent quantile sampling),12,DPZ,0.287,0.157,0.127,0.166,0.263,0.13494299999999998
Chronos-2 120M (independent quantile sampling),12,DRE,0.0,0.089,0.648,0.255,0.008,0.1798308
Chronos-2 120M (independent quantile sampling),12,DXC,0.294,0.12,0.095,0.121,0.37,0.1271626
Chronos-2 120M (independent quantile sampling),12,EWA,0.19,0.253,0.208,0.216,0.133,0.1347678
Chronos-2 120M (independent quantile sampling),12,EWC,0.176,0.265,0.206,0.201,0.152,0.133434
Chronos-2 120M (independent quantile sampling),12,EWG,0.204,0.241,0.176,0.206,0.173,0.13104219999999997
Chronos-2 120M (independent quantile sampling),12,EWH,0.156,0.223,0.186,0.211,0.224,0.12987560000000004
Chronos-2 120M (independent quantile sampling),12,EWJ,0.187,0.298,0.246,0.189,0.08,0.16219099999999997
Chronos-2 120M (independent quantile sampling),12,EWL,0.142,0.281,0.236,0.232,0.109,0.065451
Chronos-2 120M (independent quantile sampling),12,EWQ,0.132,0.229,0.197,0.265,0.177,0.09808760000000002
Chronos-2 120M (independent quantile sampling),12,EWT,0.19,0.233,0.19,0.205,0.182,0.12478439999999999
Chronos-2 120M (independent quantile sampling),12,EWU,0.087,0.227,0.236,0.284,0.166,0.06724419999999999
Chronos-2 120M (independent quantile sampling),12,EWY,0.338,0.236,0.146,0.159,0.121,0.19535220000000003
Chronos-2 120M (independent quantile sampling),12,EWZ,0.266,0.151,0.115,0.151,0.317,0.14603159999999998
Chronos-2 120M (independent quantile sampling),12,FTV,0.239,0.219,0.169,0.19,0.183,0.1387006
Chronos-2 120M (independent quantile sampling),12,GOOG,0.351,0.162,0.13,0.14,0.217,0.2825816
Chronos-2 120M (independent quantile sampling),12,GPC,0.136,0.191,0.163,0.22,0.29,0.16312500000000002
Chronos-2 120M (independent quantile sampling),12,GSG,0.141,0.149,0.161,0.218,0.331,0.1869886
Chronos-2 120M (independent quantile sampling),12,HIG,0.175,0.156,0.159,0.227,0.283,0.293675
Chronos-2 120M (independent quantile sampling),12,HIGH.L,0.016,0.285,0.497,0.198,0.004,0.02633539999999999
Chronos-2 120M (independent quantile sampling),12,HST,0.307,0.163,0.134,0.138,0.258,0.24610579999999996
Chronos-2 120M (independent quantile sampling),12,HYG,0.045,0.322,0.382,0.216,0.035,0.040188
Chronos-2 120M (independent quantile sampling),12,IAU,0.1,0.26,0.247,0.264,0.129,0.118138
Chronos-2 120M (independent quantile sampling),12,ICLN,0.389,0.179,0.143,0.143,0.146,0.11575640000000001
Chronos-2 120M (independent quantile sampling),12,IEAA.L,0.009,0.366,0.524,0.1,0.001,0.030181599999999996
Chronos-2 120M (independent quantile sampling),12,IEF,0.046,0.357,0.38,0.202,0.015,0.08116780000000001
Chronos-2 120M (independent quantile sampling),12,IEFM.L,0.007,0.112,0.297,0.425,0.159,0.07610940000000002
Chronos-2 120M (independent quantile sampling),12,IEMG,0.205,0.26,0.211,0.208,0.116,0.07533640000000001
Chronos-2 120M (independent quantile sampling),12,IEUS,0.24,0.211,0.186,0.21,0.153,0.1380358
Chronos-2 120M (independent quantile sampling),12,IEVL.L,0.033,0.179,0.242,0.324,0.222,0.07868660000000001
Chronos-2 120M (independent quantile sampling),12,IGF,0.09,0.219,0.277,0.284,0.13,0.13477540000000002
Chronos-2 120M (independent quantile sampling),12,INDA,0.108,0.263,0.249,0.272,0.108,0.2694738
Chronos-2 120M (independent quantile sampling),12,IUMO.L,0.081,0.208,0.229,0.298,0.184,0.3232524
Chronos-2 120M (independent quantile sampling),12,IUVL.L,0.146,0.254,0.214,0.207,0.179,0.1180706
Chronos-2 120M (independent quantile sampling),12,IVV,0.168,0.239,0.213,0.242,0.138,0.1194634
Chronos-2 120M (independent quantile sampling),12,IWM,0.255,0.252,0.174,0.18,0.139,0.3054312
Chronos-2 120M (independent quantile sampling),12,IXN,0.288,0.209,0.184,0.175,0.144,0.30529
Chronos-2 120M (independent quantile sampling),12,JPEA.L,0.073,0.364,0.339,0.202,0.022,0.0493916
Chronos-2 120M (independent quantile sampling),12,JPM,0.186,0.204,0.166,0.233,0.211,0.08567059999999999
Chronos-2 120M (independent quantile sampling),12,KR,0.208,0.155,0.112,0.173,0.352,0.2865124
Chronos-2 120M (independent quantile sampling),12,LQD,0.066,0.358,0.347,0.206,0.023,0.04742040000000001
Chronos-2 120M (independent quantile sampling),12,MCHI,0.344,0.172,0.129,0.133,0.222,0.10558019999999999
Chronos-2 120M (independent quantile sampling),12,META,0.371,0.126,0.073,0.125,0.305,0.23851499999999995
Chronos-2 120M (independent quantile sampling),12,MVEU.L,0.043,0.236,0.354,0.313,0.054,0.131859
Chronos-2 120M (independent quantile sampling),12,OGN,0.229,0.169,0.131,0.153,0.318,0.106762
Chronos-2 120M (independent quantile sampling),12,PG,0.049,0.181,0.216,0.297,0.257,0.3740532
Chronos-2 120M (independent quantile sampling),12,PPL,0.097,0.194,0.184,0.261,0.264,0.3326822
Chronos-2 120M (independent quantile sampling),12,PRU,0.213,0.165,0.169,0.208,0.245,0.1394974
Chronos-2 120M (independent quantile sampling),12,PYPL,0.507,0.117,0.096,0.107,0.173,0.3697508
Chronos-2 120M (independent quantile sampling),12,RE,0.133,0.147,0.14,0.193,0.387,0.20445159999999998
Chronos-2 120M (independent quantile sampling),12,REET,0.158,0.282,0.236,0.217,0.107,0.1373978
Chronos-2 120M (independent quantile sampling),12,ROL,0.253,0.19,0.156,0.2,0.201,0.115092
Chronos-2 120M (independent quantile sampling),12,ROST,0.204,0.126,0.119,0.193,0.358,0.3028562
Chronos-2 120M (independent quantile sampling),12,SEGA.L,0.049,0.372,0.418,0.149,0.012,0.041141399999999995
Chronos-2 120M (independent quantile sampling),12,SHY,0.0,0.081,0.879,0.04,0.0,0.16923220000000003
Chronos-2 120M (independent quantile sampling),12,SLV,0.284,0.158,0.147,0.175,0.236,0.2097274
Chronos-2 120M (independent quantile sampling),12,SPMV.L,0.106,0.241,0.287,0.264,0.102,0.11640100000000002
Chronos-2 120M (independent quantile sampling),12,TLT,0.215,0.271,0.18,0.215,0.119,0.08162760000000001
Chronos-2 120M (independent quantile sampling),12,UNH,0.198,0.188,0.163,0.205,0.246,0.2568234
Chronos-2 120M (independent quantile sampling),12,URI,0.278,0.137,0.095,0.156,0.334,0.190633
Chronos-2 120M (independent quantile sampling),12,V,0.2,0.186,0.164,0.191,0.259,0.11171539999999999
Chronos-2 120M (independent quantile sampling),12,VRSK,0.182,0.215,0.193,0.199,0.211,0.12187079999999997
Chronos-2 120M (independent quantile sampling),12,VXX,0.767,0.084,0.046,0.05,0.053,0.017981599999999997
Chronos-2 120M (independent quantile sampling),12,WRK,0.349,0.161,0.118,0.134,0.238,0.17178580000000004
Chronos-2 120M (independent quantile sampling),12,XLB,0.169,0.222,0.177,0.266,0.166,0.10632440000000003
Chronos-2 120M (independent quantile sampling),12,XLC,0.248,0.233,0.177,0.175,0.167,0.28394359999999996
Chronos-2 120M (independent quantile sampling),12,XLE,0.173,0.11,0.129,0.174,0.414,0.21223160000000005
Chronos-2 120M (independent quantile sampling),12,XLF,0.162,0.218,0.197,0.255,0.168,0.07555940000000001
Chronos-2 120M (independent quantile sampling),12,XLI,0.147,0.241,0.219,0.231,0.162,0.0705692
Chronos-2 120M (independent quantile sampling),12,XLK,0.263,0.249,0.157,0.172,0.159,0.297231
Chronos-2 120M (independent quantile sampling),12,XLP,0.039,0.205,0.283,0.336,0.137,0.347511
Chronos-2 120M (independent quantile sampling),12,XLU,0.129,0.212,0.195,0.258,0.206,0.29013079999999997
Chronos-2 120M (independent quantile sampling),12,XLV,0.079,0.249,0.279,0.266,0.127,0.12568059999999998
Chronos-2 120M (independent quantile sampling),12,XLY,0.296,0.237,0.158,0.175,0.134,0.3198283999999999
Chronos-2 120M (independent quantile sampling),12,XOM,0.164,0.115,0.12,0.155,0.446,0.1329708
